CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
3.545;1;31;Cliente 3545;SAO PAULO;SP;3550308;1;-1;0
3.546;1;31;Cliente 3546;SAO PAULO;SP;3550308;1;0;0
3.547;1;31;Cliente 3547;SAO PAULO;SP;3550308;1;-1;0
3.548;1;9;Cliente 3548;SAO PAULO;SP;3550308;1;-1;0
3.549;1;31;Cliente 3549;SAO PAULO;SP;3550308;1;-1;0
3.550;1;31;Cliente 3550;SAO PAULO;SP;3550308;1;0;0
3.551;1;31;Cliente 3551;SAO PAULO;SP;3550308;1;-1;0
3.552;1;31;Cliente 3552;SAO PAULO;SP;3550308;1;-1;0
3.553;1;31;Cliente 3553;SAO PAULO;SP;3550308;1;-1;0
3.554;1;31;Cliente 3554;SAO PAULO;SP;3550308;1;-1;0
3.555;1;31;Cliente 3555;SAO PAULO;SP;3550308;1;-1;0
3.556;1;31;Cliente 3556;SAO PAULO;SP;3550308;1;0;0
3.557;1;31;Cliente 3557;SAO PAULO;SP;3550308;1;-1;0
3.558;1;31;Cliente 3558;SAO PAULO;SP;3550308;1;0;0
3.559;1;31;Cliente 3559;SAO PAULO;SP;3550308;1;-1;0
3.561;1;;Cliente 3561;SAO PAULO;SP;3550308;1;-1;0
3.562;1;31;Cliente 3562;SAO PAULO;SP;3550308;1;0;0
3.563;1;22;Cliente 3563;SAO PAULO;SP;3550308;1;-1;0
3.564;1;31;Cliente 3564;SAO PAULO;SP;3550308;1;-1;0
3.565;1;31;Cliente 3565;SAO PAULO;SP;3550308;1;-1;0
3.566;1;31;Cliente 3566;SAO PAULO;SP;3550308;1;-1;0
3.567;1;31;Cliente 3567;SAO PAULO;SP;3550308;1;-1;0
3.568;1;9;Cliente 3568;SAO PAULO;SP;3550308;2;-1;0
3.569;1;31;Cliente 3569;SAO PAULO;SP;3550308;2;0;0
3.570;1;31;Cliente 3570;SAO PAULO;SP;3550308;1;-1;0
3.571;1;31;Cliente 3571;SAO PAULO;SP;3550308;1;-1;0
3.572;1;31;Cliente 3572;SAO PAULO;SP;3550308;1;-1;0
3.573;1;31;Cliente 3573;SAO PAULO;SP;3550308;1;-1;0
3.574;1;31;Cliente 3574;SAO PAULO;SP;3550308;1;-1;0
3.575;1;31;Cliente 3575;SAO PAULO;SP;3550308;1;-1;0
3.576;1;31;Cliente 3576;SAO PAULO;SP;3550308;1;-1;0
3.577;1;31;Cliente 3577;SAO PAULO;SP;3550308;1;-1;0
3.578;1;31;Cliente 3578;SAO PAULO;SP;3550308;1;-1;0
3.579;1;33;Cliente 3579;SAO PAULO;SP;3550308;2;-1;14
3.580;1;31;Cliente 3580;SAO PAULO;SP;3550308;1;-1;0
3.581;1;31;Cliente 3581;SAO PAULO;SP;3550308;1;-1;0
3.582;1;;Cliente 3582;SAO PAULO;SP;3550308;2;-1;0
3.583;1;;Cliente 3583;SAO PAULO;SP;3550308;2;-1;0
3.584;1;31;Cliente 3584;SAO PAULO;SP;3550308;1;-1;0
3.585;1;31;Cliente 3585;SAO PAULO;SP;3550308;1;-1;0
3.586;1;31;Cliente 3586;SAO PAULO;SP;3550308;2;-1;0
3.587;1;9;Cliente 3587;SAO PAULO;SP;3550308;2;0;
3.588;1;31;Cliente 3588;SAO PAULO;SP;3550308;1;-1;0
3.589;1;31;Cliente 3589;SAO PAULO;SP;3550308;1;-1;0
3.590;1;31;Cliente 3590;SAO PAULO;SP;3550308;1;-1;0
3.591;1;31;Cliente 3591;SAO PAULO;SP;3550308;1;-1;0
3.592;1;9;Cliente 3592;SAO PAULO;SP;3550308;2;-1;7
3.593;1;31;Cliente 3593;SAO PAULO;SP;3550308;1;-1;0
3.594;1;31;Cliente 3594;SAO PAULO;SP;3550308;1;-1;0
3.595;1;31;Cliente 3595;SAO PAULO;SP;3550308;1;-1;0
3.596;1;31;Cliente 3596;SAO PAULO;SP;3550308;1;0;0
3.597;1;31;Cliente 3597;SAO PAULO;SP;3550308;1;0;0
3.598;1;31;Cliente 3598;SAO PAULO;SP;3550308;1;-1;0
3.599;1;31;Cliente 3599;SAO PAULO;SP;3550308;1;-1;0
3.600;1;31;Cliente 3600;SAO PAULO;SP;3550308;1;-1;0
3.601;1;31;Cliente 3601;SAO PAULO;SP;3550308;1;-1;0
3.602;1;31;Cliente 3602;SAO PAULO;SP;3550308;1;-1;0
3.603;1;31;Cliente 3603;SAO PAULO;SP;3550308;1;-1;0
3.604;1;31;Cliente 3604;SAO PAULO;SP;3550308;1;-1;0
3.605;1;31;Cliente 3605;SAO PAULO;SP;3550308;1;-1;0
3.606;1;31;Cliente 3606;SAO PAULO;SP;3550308;1;-1;0
3.607;1;22;Cliente 3607;SAO PAULO;SP;3550308;2;-1;7
3.608;1;31;Cliente 3608;SAO PAULO;SP;3550308;1;-1;0
3.609;1;31;Cliente 3609;SAO PAULO;SP;3550308;1;-1;0
3.610;1;31;Cliente 3610;SAO PAULO;SP;3550308;1;-1;0
3.611;1;31;Cliente 3611;SAO PAULO;SP;3550308;1;-1;0
3.612;1;31;Cliente 3612;SAO PAULO;SP;3550308;1;0;0
3.613;1;31;Cliente 3613;SAO PAULO;SP;3550308;1;-1;0
3.614;1;31;Cliente 3614;SAO PAULO;SP;3550308;1;-1;0
3.615;1;31;Cliente 3615;SAO PAULO;SP;3550308;1;-1;0
3.616;1;31;Cliente 3616;SAO PAULO;SP;3550308;1;-1;0
3.617;1;31;Cliente 3617;SAO PAULO;SP;3550308;1;-1;0
3.618;1;31;Cliente 3618;SAO PAULO;SP;3550308;1;-1;0
3.619;1;31;Cliente 3619;SAO PAULO;SP;3550308;1;-1;0
3.620;1;31;Cliente 3620;SAO PAULO;SP;3550308;1;-1;0
3.621;1;31;Cliente 3621;SAO PAULO;SP;3550308;1;-1;0
3.622;1;31;Cliente 3622;SAO PAULO;SP;3550308;2;-1;0
3.623;1;31;Cliente 3623;SAO PAULO;SP;3550308;1;0;0
3.624;1;9;Cliente 3624;SAO PAULO;SP;3550308;1;0;0
3.625;1;9;Cliente 3625;SAO PAULO;SP;3550308;2;-1;0
3.626;1;31;Cliente 3626;SAO PAULO;SP;3550308;1;-1;0
3.627;1;31;Cliente 3627;SAO PAULO;SP;3550308;1;-1;0
3.628;1;31;Cliente 3628;SAO PAULO;SP;3550308;1;-1;0
3.629;1;31;Cliente 3629;SAO PAULO;SP;3550308;1;-1;0
3.630;1;31;Cliente 3630;SAO PAULO;SP;3550308;1;-1;0
3.631;1;31;Cliente 3631;SAO PAULO;SP;3550308;1;-1;0
3.632;1;31;Cliente 3632;SAO PAULO;SP;3550308;1;0;0
3.633;1;31;Cliente 3633;SAO PAULO;SP;3550308;1;-1;0
3.634;1;31;Cliente 3634;SAO PAULO;SP;3550308;1;-1;0
3.635;1;31;Cliente 3635;SAO PAULO;SP;3550308;1;-1;0
3.636;1;31;Cliente 3636;SAO PAULO;SP;3550308;1;-1;0
3.637;1;31;Cliente 3637;SAO PAULO;SP;3550308;1;-1;0
3.638;1;31;Cliente 3638;SAO PAULO;SP;3550308;1;-1;0
3.639;1;31;Cliente 3639;SAO PAULO;SP;3550308;1;0;0
3.640;1;31;Cliente 3640;SAO PAULO;SP;3550308;1;-1;0
3.641;1;9;Cliente 3641;SAO PAULO;SP;3550308;2;-1;10
3.642;1;31;Cliente 3642;SAO PAULO;SP;3550308;1;0;0
3.643;1;31;Cliente 3643;SAO PAULO;SP;3550308;1;-1;0
3.644;1;31;Cliente 3644;SAO PAULO;SP;3550308;1;-1;0
3.645;1;31;Cliente 3645;SAO PAULO;SP;3550308;1;-1;0
3.646;1;31;Cliente 3646;SAO PAULO;SP;3550308;1;-1;0
3.647;1;31;Cliente 3647;SAO PAULO;SP;3550308;1;-1;0
3.648;1;31;Cliente 3648;SAO PAULO;SP;3550308;1;-1;0
3.649;1;31;Cliente 3649;SAO PAULO;SP;3550308;1;-1;0
3.650;1;31;Cliente 3650;SAO PAULO;SP;3550308;1;0;0
3.651;1;31;Cliente 3651;SAO PAULO;SP;3550308;1;-1;0
3.652;1;31;Cliente 3652;SAO PAULO;SP;3550308;1;-1;0
3.653;1;31;Cliente 3653;SAO PAULO;SP;3550308;1;-1;0
3.654;1;31;Cliente 3654;SAO PAULO;SP;3550308;1;-1;0
3.655;1;31;Cliente 3655;SAO PAULO;SP;3550308;1;-1;0
3.656;1;31;Cliente 3656;SAO PAULO;SP;3550308;1;-1;0
3.657;1;33;Cliente 3657;SAO PAULO;SP;3550308;2;-1;14
3.658;1;31;Cliente 3658;SAO PAULO;SP;3550308;1;-1;0
3.659;1;31;Cliente 3659;SAO PAULO;SP;3550308;1;-1;0
3.660;1;31;Cliente 3660;SAO PAULO;SP;3550308;1;-1;0
3.661;1;9;Cliente 3661;SAO PAULO;SP;3550308;2;-1;0
3.662;1;27;Cliente 3662;SAO PAULO;SP;3550308;2;-1;14
3.663;1;31;Cliente 3663;SAO PAULO;SP;3550308;1;-1;0
3.664;1;31;Cliente 3664;SAO PAULO;SP;3550308;1;-1;0
3.665;1;31;Cliente 3665;SAO PAULO;SP;3550308;2;-1;0
3.666;1;31;Cliente 3666;SAO PAULO;SP;3550308;1;-1;0
3.667;1;33;Cliente 3667;SAO PAULO;SP;3550308;2;-1;14
3.668;1;31;Cliente 3668;SAO PAULO;SP;3550308;1;-1;0
3.669;1;31;Cliente 3669;SAO PAULO;SP;3550308;1;-1;0
3.670;1;31;Cliente 3670;SAO PAULO;SP;3550308;1;0;0
3.671;1;31;Cliente 3671;SAO PAULO;SP;3550308;1;0;0
3.672;1;31;Cliente 3672;SAO PAULO;SP;3550308;2;-1;0
3.673;1;31;Cliente 3673;SAO PAULO;SP;3550308;1;-1;0
3.674;1;31;Cliente 3674;SAO PAULO;SP;3550308;1;-1;0
3.675;1;31;Cliente 3675;SAO PAULO;SP;3550308;1;-1;0
3.676;1;31;Cliente 3676;SAO PAULO;SP;3550308;1;0;0
3.677;1;31;Cliente 3677;SAO PAULO;SP;3550308;1;-1;0
3.678;1;31;Cliente 3678;SAO PAULO;SP;3550308;1;-1;0
3.679;1;31;Cliente 3679;SAO PAULO;SP;3550308;1;-1;0
3.680;1;31;Cliente 3680;SAO PAULO;SP;3550308;1;-1;0
3.681;1;31;Cliente 3681;SAO PAULO;SP;3550308;1;-1;0
3.682;1;31;Cliente 3682;SAO PAULO;SP;3550308;1;-1;0
3.683;1;31;Cliente 3683;SAO PAULO;SP;3550308;1;-1;0
3.684;1;31;Cliente 3684;SAO PAULO;SP;3550308;1;-1;0
3.685;1;22;Cliente 3685;SAO PAULO;SP;3550308;2;0;0
3.686;1;28;Cliente 3686;SAO PAULO;SP;3550308;2;-1;10
3.687;1;31;Cliente 3687;SAO PAULO;SP;3550308;1;-1;0
3.688;1;9;Cliente 3688;SAO PAULO;SP;3550308;2;-1;14
3.689;1;31;Cliente 3689;SAO PAULO;SP;3550308;1;-1;0
3.690;1;31;Cliente 3690;SAO PAULO;SP;3550308;1;-1;0
3.691;1;9;Cliente 3691;SAO PAULO;SP;3550308;2;-1;14
3.692;1;31;Cliente 3692;SAO PAULO;SP;3550308;1;-1;0
3.693;1;9;Cliente 3693;SAO PAULO;SP;3550308;2;0;0
3.694;1;31;Cliente 3694;SAO PAULO;SP;3550308;1;0;0
3.695;1;31;Cliente 3695;SAO PAULO;SP;3550308;1;-1;0
3.696;1;31;Cliente 3696;SAO PAULO;SP;3550308;1;-1;0
3.697;1;31;Cliente 3697;SAO PAULO;SP;3550308;1;-1;0
3.698;1;31;Cliente 3698;SAO PAULO;SP;3550308;1;-1;0
